locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCJPFIPA_03426	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
NCJPFIPA_03427	gene	354				
NCJPFIPA_03427	CDS	354				hypothetical protein
NCJPFIPA_03428	gene	516				
NCJPFIPA_03428	CDS	516				hypothetical protein
NCJPFIPA_03429	gene	363				
NCJPFIPA_03429	CDS	363				hypothetical protein
NCJPFIPA_03430	gene	321	cyaY			
NCJPFIPA_03430	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
NCJPFIPA_03431	gene	390				
NCJPFIPA_03431	CDS	390				hypothetical protein
NCJPFIPA_03432	gene	93				
NCJPFIPA_03432	CDS	93				hypothetical protein
NCJPFIPA_03433	gene	252				
NCJPFIPA_03433	CDS	252				hypothetical protein
NCJPFIPA_03434	gene	204				
NCJPFIPA_03434	CDS	204				hypothetical protein
NCJPFIPA_03435	gene	825	dapF			
NCJPFIPA_03435	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
NCJPFIPA_03436	gene	708				
NCJPFIPA_03436	CDS	708				hypothetical protein
NCJPFIPA_03437	gene	903	xerC_2			
NCJPFIPA_03437	CDS	903	xerC_2		COG4973	Tyrosine recombinase XerC
NCJPFIPA_03438	gene	717	yigB			
NCJPFIPA_03438	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
NCJPFIPA_03439	gene	2163	uvrD			
NCJPFIPA_03439	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
NCJPFIPA_03440	gene	951	corA			
NCJPFIPA_03440	CDS	951	corA		COG0598	Magnesium transport protein CorA
NCJPFIPA_03441	gene	381				
NCJPFIPA_03441	CDS	381				hypothetical protein
NCJPFIPA_03442	gene	459	yigG			
NCJPFIPA_03442	CDS	459	yigG			Inner membrane protein YigG
NCJPFIPA_03443	gene	885	rarD_2			
NCJPFIPA_03443	CDS	885	rarD_2		COG2962	Protein RarD
NCJPFIPA_03444	gene	468				
NCJPFIPA_03444	CDS	468				hypothetical protein
NCJPFIPA_03445	gene	870	pldA			
NCJPFIPA_03445	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
NCJPFIPA_03446	gene	1848	recQ			
NCJPFIPA_03446	CDS	1848	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
NCJPFIPA_03447	gene	621	rhtC_2			
NCJPFIPA_03447	CDS	621	rhtC_2		COG1280	Threonine efflux protein
NCJPFIPA_03448	gene	621	rhtB			
NCJPFIPA_03448	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
NCJPFIPA_03449	gene	1017	pldB			
NCJPFIPA_03449	CDS	1017	pldB	3.1.1.5	COG2267	Lysophospholipase L2
NCJPFIPA_03450	gene	801	yigL			
NCJPFIPA_03450	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
NCJPFIPA_03451	gene	900	bioP			
NCJPFIPA_03451	CDS	900	bioP		COG0697	Biotin transporter
NCJPFIPA_03452	gene	954	metR			
NCJPFIPA_03452	CDS	954	metR			HTH-type transcriptional regulator MetR
NCJPFIPA_03453	gene	2265	metE			
NCJPFIPA_03453	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
NCJPFIPA_03454	gene	1296	chuR_4			
NCJPFIPA_03454	CDS	1296	chuR_4	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
NCJPFIPA_03455	gene	813				
NCJPFIPA_03455	CDS	813				hypothetical protein
NCJPFIPA_03456	gene	762	udp			
NCJPFIPA_03456	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
NCJPFIPA_03457	gene	1431				
NCJPFIPA_03457	CDS	1431				hypothetical protein
NCJPFIPA_03458	gene	756	ubiE			
NCJPFIPA_03458	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
NCJPFIPA_03459	gene	606	ubiJ_2			
NCJPFIPA_03459	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
NCJPFIPA_03460	gene	1641	ubiB			
NCJPFIPA_03460	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
NCJPFIPA_03461	gene	255	tatA			
NCJPFIPA_03461	CDS	255	tatA		COG1826	Sec-independent protein translocase protein TatA
NCJPFIPA_03462	gene	549	tatB			
NCJPFIPA_03462	CDS	549	tatB		COG1826	Sec-independent protein translocase protein TatB
NCJPFIPA_03463	gene	780	tatC			
NCJPFIPA_03463	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
NCJPFIPA_03464	gene	795	tatD			
NCJPFIPA_03464	CDS	795	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
NCJPFIPA_03465	gene	489	rfaH			
NCJPFIPA_03465	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
NCJPFIPA_03466	gene	1479	ubiD			
NCJPFIPA_03466	CDS	1479	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
NCJPFIPA_03467	gene	702	fre			
NCJPFIPA_03467	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
NCJPFIPA_03468	gene	1836	assT_5			
NCJPFIPA_03468	CDS	1836	assT_5	2.8.2.22		Arylsulfate sulfotransferase AssT
NCJPFIPA_03469	gene	1164	fadA			
NCJPFIPA_03469	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
NCJPFIPA_03470	gene	2190	fadB			
NCJPFIPA_03470	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
NCJPFIPA_03471	gene	1332	pepQ			
NCJPFIPA_03471	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
NCJPFIPA_03472	gene	615	yigZ			
NCJPFIPA_03472	CDS	615	yigZ		COG1739	IMPACT family member YigZ
NCJPFIPA_03473	gene	1452	trkH			
NCJPFIPA_03473	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
NCJPFIPA_03474	gene	546	hemG			
NCJPFIPA_03474	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
NCJPFIPA_03475	gene	88				
NCJPFIPA_03475	tRNA	88				tRNA-Ser(gga)
NCJPFIPA_03476	gene	939	ghrA			
NCJPFIPA_03476	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
NCJPFIPA_03477	gene	738	ycdX			
NCJPFIPA_03477	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
NCJPFIPA_03478	gene	555	ycdY			
NCJPFIPA_03478	CDS	555	ycdY		COG3381	Chaperone protein YcdY
NCJPFIPA_03479	gene	495	ycdZ			
NCJPFIPA_03479	CDS	495	ycdZ			Inner membrane protein YcdZ
NCJPFIPA_03480	gene	834	csgG			
NCJPFIPA_03480	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
NCJPFIPA_03481	gene	417	csgF			
NCJPFIPA_03481	CDS	417	csgF			Curli production assembly/transport component CsgF
NCJPFIPA_03482	gene	396	csgE			
NCJPFIPA_03482	CDS	396	csgE			Curli production assembly/transport component CsgE
NCJPFIPA_03483	gene	651	csgD			
NCJPFIPA_03483	CDS	651	csgD		COG2771	putative csgAB operon transcriptional regulatory protein
NCJPFIPA_03484	gene	456	csgB			
NCJPFIPA_03484	CDS	456	csgB			Minor curlin subunit
NCJPFIPA_03485	gene	456	csgA			
NCJPFIPA_03485	CDS	456	csgA			Major curlin subunit
NCJPFIPA_03486	gene	327	csgC			
NCJPFIPA_03486	CDS	327	csgC			Curli assembly protein CsgC
NCJPFIPA_03487	gene	321	ymdA			
NCJPFIPA_03487	CDS	321	ymdA			putative protein YmdA
NCJPFIPA_03488	gene	540	ymdB_1			
NCJPFIPA_03488	CDS	540	ymdB_1	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
NCJPFIPA_03489	gene	1485	clsC			
NCJPFIPA_03489	CDS	1485	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
NCJPFIPA_03490	gene	1155	mdoC			
NCJPFIPA_03490	CDS	1155	mdoC	2.1.-.-		Glucans biosynthesis protein C
NCJPFIPA_03491	gene	1554	mdoG			
NCJPFIPA_03491	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
NCJPFIPA_03492	gene	2544	mdoH			
NCJPFIPA_03492	CDS	2544	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
NCJPFIPA_03493	gene	228				
NCJPFIPA_03493	CDS	228				hypothetical protein
NCJPFIPA_03494	gene	375				
NCJPFIPA_03494	CDS	375				hypothetical protein
NCJPFIPA_03495	gene	1215	sbnD_2			
NCJPFIPA_03495	CDS	1215	sbnD_2			Staphyloferrin B transporter
NCJPFIPA_03496	gene	921	lpxL			
NCJPFIPA_03496	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
NCJPFIPA_03497	gene	1053				
NCJPFIPA_03497	CDS	1053				hypothetical protein
NCJPFIPA_03498	gene	576	yceI_2			
NCJPFIPA_03498	CDS	576	yceI_2		COG2353	Protein YceI
NCJPFIPA_03499	gene	573	yceJ			
NCJPFIPA_03499	CDS	573	yceJ		COG3038	Cytochrome b561 
NCJPFIPA_03500	gene	114	yceO			
NCJPFIPA_03500	CDS	114	yceO			putative protein YceO
NCJPFIPA_03501	gene	1119	solA			
NCJPFIPA_03501	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
NCJPFIPA_03502	gene	255	bssS			
NCJPFIPA_03502	CDS	255	bssS			Biofilm regulator BssS
NCJPFIPA_03503	gene	246	dinI_2			
NCJPFIPA_03503	CDS	246	dinI_2			DNA damage-inducible protein I
NCJPFIPA_03504	gene	1047	pyrC			
NCJPFIPA_03504	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
NCJPFIPA_03505	gene	561	yceB			
NCJPFIPA_03505	CDS	561	yceB			putative lipoprotein YceB
NCJPFIPA_03506	gene	648	grxB			
NCJPFIPA_03506	CDS	648	grxB		COG2999	Glutaredoxin 2
NCJPFIPA_03507	gene	1209	mdtH			
NCJPFIPA_03507	CDS	1209	mdtH			Multidrug resistance protein MdtH
NCJPFIPA_03508	gene	585	rimJ			
NCJPFIPA_03508	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
NCJPFIPA_03509	gene	648				
NCJPFIPA_03509	CDS	648				hypothetical protein
NCJPFIPA_03510	gene	924	yceM			
NCJPFIPA_03510	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
NCJPFIPA_03511	gene	1575	murJ			
NCJPFIPA_03511	CDS	1575	murJ		COG0728	putative lipid II flippase MurJ
NCJPFIPA_03512	gene	423	flgN			
NCJPFIPA_03512	CDS	423	flgN		COG3418	Flagella synthesis protein FlgN
NCJPFIPA_03513	gene	294	flgM			
NCJPFIPA_03513	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
NCJPFIPA_03514	gene	660	flgA			
NCJPFIPA_03514	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
NCJPFIPA_03515	gene	417	flgB			
NCJPFIPA_03515	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
NCJPFIPA_03516	gene	405	flgC			
NCJPFIPA_03516	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
NCJPFIPA_03517	gene	699	flgD			
NCJPFIPA_03517	CDS	699	flgD		COG1843	Basal-body rod modification protein FlgD
NCJPFIPA_03518	gene	1212	flgE			
NCJPFIPA_03518	CDS	1212	flgE		COG1749	Flagellar hook protein FlgE
NCJPFIPA_03519	gene	756	flgF			
NCJPFIPA_03519	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
NCJPFIPA_03520	gene	783	flgG			
NCJPFIPA_03520	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
NCJPFIPA_03521	gene	666	flgH			
NCJPFIPA_03521	CDS	666	flgH			Flagellar L-ring protein
NCJPFIPA_03522	gene	1098	flgI			
NCJPFIPA_03522	CDS	1098	flgI			Flagellar P-ring protein
NCJPFIPA_03523	gene	951	flgJ			
NCJPFIPA_03523	CDS	951	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
NCJPFIPA_03524	gene	1662	flgK			
NCJPFIPA_03524	CDS	1662	flgK		COG1256	Flagellar hook-associated protein 1
NCJPFIPA_03525	gene	954	flgL			
NCJPFIPA_03525	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
NCJPFIPA_03526	gene	3204	rne			
NCJPFIPA_03526	CDS	3204	rne	3.1.26.12	COG1530	Ribonuclease E
NCJPFIPA_03527	gene	1044	rluC			
NCJPFIPA_03527	CDS	1044	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
NCJPFIPA_03528	gene	762				
NCJPFIPA_03528	CDS	762				hypothetical protein
NCJPFIPA_03529	gene	225				
NCJPFIPA_03529	CDS	225				hypothetical protein
NCJPFIPA_03530	gene	585	yceF			
NCJPFIPA_03530	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
NCJPFIPA_03531	gene	522	yceD			
NCJPFIPA_03531	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
NCJPFIPA_03532	gene	174	rpmF			
NCJPFIPA_03532	CDS	174	rpmF		COG0333	50S ribosomal protein L32
NCJPFIPA_03533	gene	1050	plsX			
NCJPFIPA_03533	CDS	1050	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
NCJPFIPA_03534	gene	954	fabH			
NCJPFIPA_03534	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
NCJPFIPA_03535	gene	930	fabD			
NCJPFIPA_03535	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
NCJPFIPA_03536	gene	735	fabG			
NCJPFIPA_03536	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NCJPFIPA_03537	gene	237	acpP_2			
NCJPFIPA_03537	CDS	237	acpP_2			Acyl carrier protein
NCJPFIPA_03538	gene	1242	fabF			
NCJPFIPA_03538	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NCJPFIPA_03539	gene	810	pabC			
NCJPFIPA_03539	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
NCJPFIPA_03540	gene	1023	mltG			
NCJPFIPA_03540	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
NCJPFIPA_03541	gene	642	tmk			
NCJPFIPA_03541	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
NCJPFIPA_03542	gene	1005	holB			
NCJPFIPA_03542	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
NCJPFIPA_03543	gene	798	ycfH			
NCJPFIPA_03543	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
NCJPFIPA_03544	gene	1434	ptsG_1			
NCJPFIPA_03544	CDS	1434	ptsG_1		COG1263	PTS system glucose-specific EIICB component
NCJPFIPA_03545	gene	2175	fhuE			
NCJPFIPA_03545	CDS	2175	fhuE		COG4773	FhuE receptor
NCJPFIPA_03546	gene	378	hinT			
NCJPFIPA_03546	CDS	378	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
NCJPFIPA_03547	gene	375				
NCJPFIPA_03547	CDS	375				hypothetical protein
NCJPFIPA_03548	gene	639	lpoB			
NCJPFIPA_03548	CDS	639	lpoB		COG3417	Penicillin-binding protein activator LpoB
NCJPFIPA_03549	gene	825	thiK			
NCJPFIPA_03549	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
NCJPFIPA_03550	gene	1026	nagZ			
NCJPFIPA_03550	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
NCJPFIPA_03551	gene	543				
NCJPFIPA_03551	CDS	543				hypothetical protein
NCJPFIPA_03552	gene	1305	ndh			
NCJPFIPA_03552	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
NCJPFIPA_03553	gene	540				
NCJPFIPA_03553	CDS	540				hypothetical protein
NCJPFIPA_03554	gene	636	comR			
NCJPFIPA_03554	CDS	636	comR			HTH-type transcriptional repressor ComR
NCJPFIPA_03555	gene	258	bhsA_1			
NCJPFIPA_03555	CDS	258	bhsA_1			Multiple stress resistance protein BhsA
NCJPFIPA_03556	gene	966	ycfS			
NCJPFIPA_03556	CDS	966	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
NCJPFIPA_03557	gene	3447	mfd			
NCJPFIPA_03557	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
NCJPFIPA_03558	gene	1200	lolC			
NCJPFIPA_03558	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
NCJPFIPA_03559	gene	702	lolD_2			
NCJPFIPA_03559	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
NCJPFIPA_03560	gene	1245	lolE			
NCJPFIPA_03560	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
NCJPFIPA_03561	gene	912	nagK_2			
NCJPFIPA_03561	CDS	912	nagK_2	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
NCJPFIPA_03562	gene	822	cobB			
NCJPFIPA_03562	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
NCJPFIPA_03563	gene	1047	potD			
NCJPFIPA_03563	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
NCJPFIPA_03564	gene	780	ydcV_2			
NCJPFIPA_03564	CDS	780	ydcV_2			Inner membrane ABC transporter permease protein YdcV
NCJPFIPA_03565	gene	1011	sifA_2			
NCJPFIPA_03565	CDS	1011	sifA_2			Secreted effector protein SifA
NCJPFIPA_03566	gene	864	potB			
NCJPFIPA_03566	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
NCJPFIPA_03567	gene	1137	potA_2			
NCJPFIPA_03567	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NCJPFIPA_03568	gene	1230	pepT			
NCJPFIPA_03568	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
NCJPFIPA_03569	gene	768	sseI			
NCJPFIPA_03569	CDS	768	sseI			Secreted effector protein SseI
NCJPFIPA_03570	gene	249				
NCJPFIPA_03570	CDS	249				IS66 family transposase ISSfl3
NCJPFIPA_03571	gene	627	yedK			
NCJPFIPA_03571	CDS	627	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
NCJPFIPA_03572	gene	687				
NCJPFIPA_03572	CDS	687				hypothetical protein
NCJPFIPA_03573	gene	255				
NCJPFIPA_03573	CDS	255				hypothetical protein
NCJPFIPA_03574	gene	2613	pepN			
NCJPFIPA_03574	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
NCJPFIPA_03575	gene	1011	pyrD			
NCJPFIPA_03575	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
NCJPFIPA_03576	gene	543	zapC			
NCJPFIPA_03576	CDS	543	zapC			Cell division protein ZapC
NCJPFIPA_03577	gene	1110	ycbX			
NCJPFIPA_03577	CDS	1110	ycbX		COG0633	putative protein YcbX
NCJPFIPA_03578	gene	2109	rlmL			
NCJPFIPA_03578	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
NCJPFIPA_03579	gene	1908	uup			
NCJPFIPA_03579	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
NCJPFIPA_03580	gene	1254	pqiA			
NCJPFIPA_03580	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
NCJPFIPA_03581	gene	1641	pqiB			
NCJPFIPA_03581	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
NCJPFIPA_03582	gene	564	pqiC			
NCJPFIPA_03582	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
NCJPFIPA_03583	gene	519	fabA			
NCJPFIPA_03583	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
NCJPFIPA_03584	gene	1761	lon_3			
NCJPFIPA_03584	CDS	1761	lon_3	3.4.21.53		Lon protease
NCJPFIPA_03585	gene	453	matP			
NCJPFIPA_03585	CDS	453	matP		COG3120	Macrodomain Ter protein
NCJPFIPA_03586	gene	1053	ompA			
NCJPFIPA_03586	CDS	1053	ompA		COG2885	Outer membrane protein A
NCJPFIPA_03587	gene	510	sulA			
NCJPFIPA_03587	CDS	510	sulA		COG5404	Cell division inhibitor SulA
NCJPFIPA_03588	gene	606	sxy			
NCJPFIPA_03588	CDS	606	sxy		COG3070	Protein Sxy
NCJPFIPA_03589	gene	2154	yccS			
NCJPFIPA_03589	CDS	2154	yccS		COG1289	Inner membrane protein YccS
NCJPFIPA_03590	gene	447	yccF			
NCJPFIPA_03590	CDS	447	yccF		COG3304	Inner membrane protein YccF
NCJPFIPA_03591	gene	2055	helD			
NCJPFIPA_03591	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
NCJPFIPA_03592	gene	459	mgsA			
NCJPFIPA_03592	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
NCJPFIPA_03593	gene	663				
NCJPFIPA_03593	CDS	663				hypothetical protein
NCJPFIPA_03594	gene	414	yccU			
NCJPFIPA_03594	CDS	414	yccU		COG1832	putative protein YccU
NCJPFIPA_03595	gene	318	hspQ			
NCJPFIPA_03595	CDS	318	hspQ		COG3785	Heat shock protein HspQ
NCJPFIPA_03596	gene	1212	rlmI			
NCJPFIPA_03596	CDS	1212	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
NCJPFIPA_03597	gene	549				
NCJPFIPA_03597	CDS	549				hypothetical protein
NCJPFIPA_03598	gene	789	rhaS_6			
NCJPFIPA_03598	CDS	789	rhaS_6			HTH-type transcriptional activator RhaS
NCJPFIPA_03599	gene	282	yccX			
NCJPFIPA_03599	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
NCJPFIPA_03600	gene	330	tusE			
NCJPFIPA_03600	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
NCJPFIPA_03601	gene	660	yccA			
NCJPFIPA_03601	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
NCJPFIPA_03602	gene	88				
NCJPFIPA_03602	tRNA	88				tRNA-Ser(tga)
NCJPFIPA_03603	gene	681				
NCJPFIPA_03603	CDS	681				hypothetical protein
NCJPFIPA_03604	gene	876	pipB			
NCJPFIPA_03604	CDS	876	pipB		COG1357	Secreted effector protein PipB
NCJPFIPA_03605	gene	342	sigE			
NCJPFIPA_03605	CDS	342	sigE			Chaperone protein SigE
NCJPFIPA_03606	gene	1686	sopB			
NCJPFIPA_03606	CDS	1686	sopB	3.1.3.-		Inositol phosphate phosphatase SopB
NCJPFIPA_03607	gene	111				
NCJPFIPA_03607	CDS	111				hypothetical protein
NCJPFIPA_03608	gene	1563				
NCJPFIPA_03608	CDS	1563				hypothetical protein
NCJPFIPA_03609	gene	1365	hprS			
NCJPFIPA_03609	CDS	1365	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
NCJPFIPA_03610	gene	738	hprR			
NCJPFIPA_03610	CDS	738	hprR		COG0745	Transcriptional regulatory protein HprR
NCJPFIPA_03611	gene	411	hiuH			
NCJPFIPA_03611	CDS	411	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
NCJPFIPA_03612	gene	513	hpaC			
NCJPFIPA_03612	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
NCJPFIPA_03613	gene	1563	hpaB			
NCJPFIPA_03613	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
NCJPFIPA_03614	gene	441	farR			
NCJPFIPA_03614	CDS	441	farR			HTH-type transcriptional regulator FarR
NCJPFIPA_03615	gene	1290	hpcE			
NCJPFIPA_03615	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
NCJPFIPA_03616	gene	1467	betB			
NCJPFIPA_03616	CDS	1467	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
NCJPFIPA_03617	gene	852	hpcB			
NCJPFIPA_03617	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
NCJPFIPA_03618	gene	381	hpcD			
NCJPFIPA_03618	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
NCJPFIPA_03619	gene	804	hpcG			
NCJPFIPA_03619	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
NCJPFIPA_03620	gene	792	hpcH			
NCJPFIPA_03620	CDS	792	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
NCJPFIPA_03621	gene	1377	ttuB_3			
NCJPFIPA_03621	CDS	1377	ttuB_3			Putative tartrate transporter
NCJPFIPA_03622	gene	897	rhaR_7			
NCJPFIPA_03622	CDS	897	rhaR_7			HTH-type transcriptional activator RhaR
NCJPFIPA_03623	gene	939	rnz			
NCJPFIPA_03623	CDS	939	rnz	3.1.26.11	COG1234	Ribonuclease Z
NCJPFIPA_03624	gene	363	iraM			
NCJPFIPA_03624	CDS	363	iraM			Anti-adapter protein IraM
NCJPFIPA_03625	gene	306	cbpM			
NCJPFIPA_03625	CDS	306	cbpM			Chaperone modulatory protein CbpM
NCJPFIPA_03626	gene	921	cbpA			
NCJPFIPA_03626	CDS	921	cbpA		COG2214	Curved DNA-binding protein
NCJPFIPA_03627	gene	363				
NCJPFIPA_03627	CDS	363				hypothetical protein
NCJPFIPA_03628	gene	1887	dsbD_2			
NCJPFIPA_03628	CDS	1887	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
NCJPFIPA_03629	gene	624				
NCJPFIPA_03629	CDS	624				hypothetical protein
NCJPFIPA_03630	gene	507	resA			
NCJPFIPA_03630	CDS	507	resA			Thiol-disulfide oxidoreductase ResA
NCJPFIPA_03631	gene	1242	agp			
NCJPFIPA_03631	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
NCJPFIPA_03632	gene	228	yccJ			
NCJPFIPA_03632	CDS	228	yccJ			putative protein YccJ
NCJPFIPA_03633	gene	597	wrbA			
NCJPFIPA_03633	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
NCJPFIPA_03634	gene	168				
NCJPFIPA_03634	CDS	168				hypothetical protein
NCJPFIPA_03635	gene	639	rutR			
NCJPFIPA_03635	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
NCJPFIPA_03636	gene	396				
NCJPFIPA_03636	CDS	396				hypothetical protein
NCJPFIPA_03637	gene	3963	putA			
NCJPFIPA_03637	CDS	3963	putA			Bifunctional protein PutA
NCJPFIPA_03638	gene	1509	putP			
NCJPFIPA_03638	CDS	1509	putP		COG0591	Sodium/proline symporter
NCJPFIPA_03639	gene	297				
NCJPFIPA_03639	CDS	297				hypothetical protein
NCJPFIPA_03640	gene	789	phoH			
NCJPFIPA_03640	CDS	789	phoH		COG1702	Protein PhoH
